brand,category_id,product_id,title,price,main_price,discount,rating,link
boat,category_1,category_1_product_1,airdopes supreme long playback earbuds,1499,5990,75,4.8,https://www.boat-lifestyle.com/products/airdopes-supreme-long-playback-earbuds
boat,category_1,category_1_product_2,nirvana x wireless earbuds,2999,8990,67,4.6,https://www.boat-lifestyle.com/products/nirvana-x-wireless-earbuds
boat,category_1,category_1_product_3,airdopes 131,999,2990,67,4.8,https://www.boat-lifestyle.com/products/airdopes-131
boat,category_1,category_1_product_4,nirvana ion anc earbuds,1999,9990,80,4.9,https://www.boat-lifestyle.com/products/nirvana-ion-anc-earbuds
boat,category_1,category_1_product_5,airdopes 280 anc wireless earbuds,1499,6999,79,4.5,https://www.boat-lifestyle.com/products/airdopes-280-anc-wireless-earbuds
boat,category_1,category_1_product_6,airdopes alpha true wireless earbuds,999,3490,71,4.8,https://www.boat-lifestyle.com/products/airdopes-alpha-true-wireless-earbuds
boat,category_1,category_1_product_7,nirvana ion bluetooth wireless earbuds,1799,7990,77,4.9,https://www.boat-lifestyle.com/products/nirvana-ion-bluetooth-wireless-earbuds
boat,category_1,category_1_product_8,airdopes 181 pro bluetooth earbuds,1399,4990,72,4.7,https://www.boat-lifestyle.com/products/airdopes-181-pro-bluetooth-earbuds
boat,category_1,category_1_product_9,airdopes 121 pro plus earbuds,1499,4990,70,4.3,https://www.boat-lifestyle.com/products/airdopes-121-pro-plus-earbuds
boat,category_1,category_1_product_10,airdopes 311 pro wireless earbuds,999,4990,80,4.6,https://www.boat-lifestyle.com/products/airdopes-311-pro-wireless-earbuds
boat,category_1,category_1_product_11,airdopes 161,999,2490,60,4.8,https://www.boat-lifestyle.com/products/airdopes-161
boat,category_1,category_1_product_12,airdopes 301,1599,4990,68,4.5,https://www.boat-lifestyle.com/products/airdopes-301
boat,category_1,category_1_product_13,airdopes 71 long playback earbuds,1799,3990,55,4.9,https://www.boat-lifestyle.com/products/airdopes-71-long-playback-earbuds
boat,category_1,category_1_product_14,airdopes 141,1099,4490,76,4.8,https://www.boat-lifestyle.com/products/airdopes-141
boat,category_1,category_1_product_15,airdopes prime 701 anc wireless earbuds,2199,7990,72,4.7,https://www.boat-lifestyle.com/products/airdopes-prime-701-anc-wireless-earbuds
boat,category_1,category_1_product_16,airdopes ultra pro long playback earbuds,1999,6990,71,4.8,https://www.boat-lifestyle.com/products/airdopes-ultra-pro-long-playback-earbuds
boat,category_1,category_1_product_17,boat airdopes 161 metallic,999,2490,60,4.4,https://www.boat-lifestyle.com/products/boat-airdopes-161-metallic
boat,category_1,category_1_product_18,airdopes loop,1999,7990,75,4.0,https://www.boat-lifestyle.com/products/airdopes-loop
boat,category_1,category_1_product_19,airdopes ultra plus large playback earbuds,1559,4990,69,4.9,https://www.boat-lifestyle.com/products/airdopes-ultra-plus-large-playback-earbuds
boat,category_1,category_1_product_21,airdopes 141 anc earbuds,1499,5990,75,4.7,https://www.boat-lifestyle.com/products/airdopes-141-anc-earbuds
boat,category_1,category_1_product_22,airdopes 131 elite anc earbuds,1499,6990,79,4.6,https://www.boat-lifestyle.com/products/airdopes-131-elite-anc-earbuds
boat,category_1,category_1_product_23,airdopes prime 511 wireless earbuds,1599,5990,73,4.8,https://www.boat-lifestyle.com/products/airdopes-prime-511-wireless-earbuds
boat,category_1,category_1_product_24,trebel airdopes 141,1249,4490,72,5.0,https://www.boat-lifestyle.com/products/trebel-airdopes-141
boat,category_1,category_1_product_25,airdopes ace,1399,3490,60,4.6,https://www.boat-lifestyle.com/products/airdopes-ace
boat,category_1,category_1_product_26,boat airdopes 800 wireless earbuds with dolby audio asap%E2%84%A2 charge iwp%E2%84%A2 tech,1699,6490,74,4.7,https://www.boat-lifestyle.com/products/boat-airdopes-800-wireless-earbuds-with-dolby-audio-asap%E2%84%A2-charge-iwp%E2%84%A2-tech
